"doi","study.year","latitude","longitude","elevation","MAT","MAP","soil.ph","litter.species","duration","nf","nc","kf","kc","sdf","sdc","yi","vi","invert.effect","weight","Region"
"10.17521/cjpe.2006.0101",2000,21.683,101.417,"750",22,1556,5.53,"Mixture",1,5,5,0.478,1.884,0.346,0.213,1.371541723,0.107347975,0.746284501,2.5,"Asia"
"10.17521/cjpe.2006.0101",2000,21.683,101.417,"650",22,1556,4.43,"Mixture",1,5,5,0.582,2.437,0.179,0.364,1.432052606,0.023380567,0.761181781,2.5,"Asia"
"10.1007/s00442-005-0117-1",2001,-2.5,-60,"120",26.9,2295,3.77,"Mixture",0.33,3,3,0.925843559,1.820074299,0.128963461,0.086285485,0.675927325,0.007216669,0.491315514,1.5,"Americas"
"10.1016/j.pedobi.2005.07.001",2002,22.467,120.85,"250",22.1,3808.8,6.11,"Mixture",1,3,3,0.55,1.2,0.121243557,0.121243557,0.780158558,0.019601125,0.541666667,1.5,"Asia"
"10.1016/j.pedobi.2005.07.001",2002,22.467,120.85,"250",22.1,3808.8,5.58,"Mixture",1,3,3,0.65,1.25,0.069282032,0.121243557,0.653926467,0.006922982,0.48,1.5,"Asia"
"10.1016/j.pedobi.2005.07.001",2002,22.467,120.85,"250",22.1,3808.8,4.74,"Mixture",1,3,3,0.75,1.54,0.069282032,0.103923048,0.719464489,0.004362407,0.512987013,1.5,"Asia"
"10.1016/j.pedobi.2005.07.001",2002,22.467,120.85,"250",22.1,3808.8,4.74,"Mixture",1,3,3,0.71,1.33,0.06,0.11,0.627669251,0.004660616,0.466165414,1.5,"Asia"
"10.1023/B:FRES.0000035196.19804.13",1998,-3.133,-59.867,"44",28,2545,NA,"Vismia guianensis",0.16,3,3,0.80463097,3.120115774,0.079828942,0.285747339,1.355241637,0.00607677,0.742115028,1.5,"Americas"
"10.1590/s1519-69842004000100008",1998,-2.883,-59.983,"87",27.2,2107,3.77,"Vismia guianensis",0.96,3,3,0.730185166,1.719617696,0.072443035,0.157486521,0.856559121,0.00607677,0.57537936,1.5,"Americas"
"10.1590/s1519-69842004000100008",1998,-2.883,-59.983,"87",27.2,2107,3.77,"Vismia guianensis",0.96,3,3,0.756724796,1.719617696,0.075076081,0.157486521,0.820857634,0.00607677,0.559945913,1.5,"Americas"
"10.1016/S0929-1393(03)00069-6",1994,18.167,-94.7,"150",24,4700,5,"Ficus yoponensis",0.14,5,5,9.088021609,14.62650245,0.636387389,1.053361853,0.47587788,0.002017996,0.378660644,2.5,"Americas"
"10.1016/S0929-1393(03)00069-6",1994,18.167,-94.7,"150",24,4700,5,"Nectandra ambigens",0.14,5,5,0.756226839,1.11644996,0.231339434,0.446880276,0.389567869,0.050759572,0.322650485,2.5,"Americas"
"10.1016/S0929-1393(03)00069-6",1994,18.167,-94.7,"150",24,4700,5,"Ficus yoponensis",0.14,5,5,7.936572767,13.55514404,1.557999196,0.976205466,0.535284569,0.008744532,0.414497349,2.5,"Americas"
"10.1016/S0929-1393(03)00069-6",1994,18.167,-94.7,"150",24,4700,5,"Nectandra ambigens",0.14,5,5,1.246061641,1.362233313,0.812890002,0.85349781,0.089137605,0.163627885,0.085280305,2.5,"Americas"
"10.1111/j.1744-7429.2002.tb00547.x",1991,3.367,-61.433,"110",30.6,1840,4.37,"Ecclinusa guianensis",0.485,3,3,0.816279705,1.147907887,0.000765173,0.297771738,0.340939264,0.022430414,0.288897904,1.5,"Americas"
"10.1111/j.1744-7429.2002.tb00547.x",1991,3.367,-61.433,"110",30.6,1840,4.37,"Ecclinusa guianensis",0.485,3,3,0.816279705,1.736459298,0.001523049,0.125055186,0.754846361,0.001729993,0.529917168,1.5,"Americas"
"10.1111/j.1744-7429.2002.tb00547.x",1991,3.367,-61.433,"110",30.6,1840,4.37,"Ecclinusa guianensis",0.485,3,3,0.816279705,1.147907887,0.000765314,0.291602483,0.340939264,0.021510624,0.288897904,1.5,"Americas"
"10.1111/j.1744-7429.2002.tb00547.x",1991,3.367,-61.433,"110",30.6,1840,4.37,"Peltogyne ",1.096,3,3,0.732067949,0.941533681,0.139330845,0.012611551,0.251636785,0.012134343,0.222472904,1.5,"Americas"
"10.1111/j.1744-7429.2002.tb00547.x",1991,3.367,-61.433,"110",30.6,1840,4.37,"Peltogyne ",1.096,3,3,0.788357702,1.282515807,0.001069218,0.177178055,0.486626979,0.006362313,0.385303715,1.5,"Americas"
"10.1890/0012-9658(2001)082[0955:SFAPLD]2.0.CO;2",1997,17.95,-65.867,"160",25.1,860,NA,"Cecropia scheberiana",1.5,4,4,0.483,0.493,0.06,0.06,0.02049252,0.007560833,0.020283976,2,"Americas"
"10.1890/0012-9658(2001)082[0955:SFAPLD]2.0.CO;2",1997,18.333,-65.817,"420",22.3,3524,5.1,"Cecropia scheberiana",1.5,4,4,0.642,1.986,0.3,0.44,1.129289541,0.066861116,0.67673716,2,"Americas"
"10.1890/0012-9658(2001)082[0955:SFAPLD]2.0.CO;2",1997,17.95,-65.867,"160",25.1,860,NA,"Cecropia scheberiana",1.5,4,4,0.171,0.226,0.08,0.1,0.278871443,0.103664359,0.243362832,2,"Americas"
"10.1890/0012-9658(2001)082[0955:SFAPLD]2.0.CO;2",1997,18.333,-65.817,"420",22.3,3524,5.1,"Cecropia scheberiana",1.5,4,4,0.305,1.465,0.1,0.64,1.569298745,0.074586176,0.791808874,2,"Americas"
"10.1890/0012-9658(1999)080[1873:SMCTDD]2.0.CO;2",1995,18.333,-65.817,"450",22.6,3456,5.1,"Quercus prinus",0.684931507,3,3,1.369864847,2.056023919,0.181497541,0.019879778,0.406061898,0.005882631,0.333731075,1.5,"Americas"
"10.1890/0012-9658(1999)080[1873:SMCTDD]2.0.CO;2",1995,10.433,-83.983,"81",25.8,4000,4.9,"Quercus prinus",0.769863014,3,3,1.049696452,1.344179173,0.130981752,0.012055812,0.247282517,0.00521688,0.219079961,1.5,"Americas"
"10.1016/S0929-1393(98)00050-X",1994,18.333,-65.817,"450",22.6,3456,5.1,"Drypetes glauca",0.684931507,3,3,1.972720281,2.456272094,0.265282321,0.228398425,0.219231348,0.008909996,0.196864107,1.5,"Americas"
"10.1016/S0929-1393(98)00050-X",1995,10.433,-83.983,"81",25.8,4000,4.9,"Cedrela odorata ",0.769863014,3,3,0.34865955,0.595375014,0.091636352,0.235474067,0.535095538,0.075167135,0.414386661,1.5,"Americas"
"10.13292/j .1000-4890.2005.0111",2002,23.017,112.533,"300",20.9,1900,NA,"Mixture",1,3,3,0.314710745,0.858021824,0.027028549,0.095111127,1.002975588,0.006554531,0.633213589,1.5,"Asia"
"10.1016/S0929-1393(03)00069-6",1994,18.467,95.083,"150",24,4700,5.15,"Ficus yoponensis",0.14,10,10,9.112846706,14.32179089,0.979294182,1.031417336,0.452097072,0.00167348,0.363707599,5,"Asia"
"10.1016/S0929-1393(03)00069-6",1994,18.467,95.083,"150",24,4700,5.15,"Nectandra ambigens",0.14,10,10,0.820017197,1.079786083,0.454062402,0.364083484,0.275192917,0.04203003,0.240574397,5,"Asia"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Carapa procera",0.43,5,5,0.9,0.84,0.135652197,0.174844069,-0.068992871,0.013208678,-0.071428571,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Goupia glabra",0.43,5,5,1.07,3.21,0.076929635,1.886512539,1.098612289,0.070111763,0.666666667,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Hymenaea courbaril",0.43,5,5,1.08,0.95,0.239025559,0.324058112,-0.128254336,0.03306823,-0.136842105,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Platonia insignis",0.43,5,5,0.89,2.19,0.100469834,1.355595527,0.90043536,0.079179279,0.593607306,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Simarouba amara",0.43,5,5,0.8,1.05,0.128626228,0.375340925,0.271933715,0.03072683,0.238095238,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Vochysia tomentosa",0.43,5,5,0.62,1.32,0.088018531,0.566709977,0.755667538,0.040894952,0.53030303,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1.13,1.21,0.280605239,0.23281694,0.068402727,0.019737259,0.066115702,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,0.9,1,0.100465025,0.324193661,0.105360516,0.023512459,0.1,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1.08,2.01,0.175025526,0.683498052,0.621173681,0.028379367,0.462686567,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1,1.92,0.101090771,0.732257951,0.652325186,0.031134673,0.479166667,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1.19,1.88,0.239194964,0.343855004,0.45731847,0.014771134,0.367021277,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,0.87,1.86,0.035581314,1.129108964,0.759838555,0.074035944,0.532258065,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,0.87,1.04,0.20451383,0.15183042,0.17848278,0.01531456,0.163461538,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,0.74,2.02,0.192248442,0.532736476,1.004202604,0.027409509,0.633663366,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1.2,1.79,0.09480628,0.314856172,0.399894063,0.007436338,0.329608939,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1.27,2.71,0.154025421,0.739780479,0.757931734,0.017845565,0.531365314,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1.04,2.11,0.048461081,0.599018303,0.707467234,0.016553526,0.507109005,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,0.94,1.78,0.154021904,0.449784721,0.638488768,0.018139817,0.471910112,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,1.01,1.75,0.108831726,0.398189577,0.549665457,0.012676801,0.422857143,2.5,"Americas"
"10.1098/rspb.2014.1682",2010,5.3,-52.883,"29",25.7,3041,4.4,"Mixture",0.43,5,5,0.96,2.23,0.137671437,0.663114272,0.84282358,0.021797829,0.569506726,2.5,"Americas"
"10.1093/femsec/fiaa045",2015,5.0619,-53.0461,"80",27,3000,NA,"Goupia glabra",0.614,3,3,0.540358744,0.525784753,0.058295964,0.067264574,-0.027341346,0.009335152,-0.02771855,1.5,"Americas"
"10.1093/femsec/fiaa045",2015,5.0619,-53.0461,"80",27,3000,NA,"Platonia insignis",0.614,3,3,0.6367713,0.623318386,0.080717489,0.058295964,-0.021353123,0.008271733,-0.021582733,1.5,"Americas"
"10.1017/S026646740000033X",1983,22.264,114.187,"#VALUE!",18,1915,NA,"Ficus fistulosa",1,4,4,0.422728176,1.919370594,0.155689289,0.138227972,1.513023233,0.035207194,0.779756876,2,"Asia"
"10.1017/S026646740000033X",1983,22.264,114.187,"#VALUE!",18,1915,NA,"Ficus fistulosa",1,4,4,0.373756681,1.06316554,0.115753928,0.076566358,1.045401095,0.025275762,0.648449214,2,"Asia"
"10.1017/S026646740000033X",1983,22.264,114.187,"#VALUE!",18,3157,NA,"Ficus fistulosa",1,4,4,0.684451474,1.347745691,0.161322931,0.097061065,0.677570868,0.015184854,0.492150872,2,"Asia"
"10.1017/S026646740000033X",1983,22.264,114.187,"#VALUE!",18,3157,NA,"Ficus fistulosa",1,4,4,0.72461045,1.450243086,0.071889957,0.132816579,0.693852267,0.004557578,0.500352419,2,"Asia"
"10.1007/s00442-007-0710-6",2004,9.15,-80.15,"61",26.5,2700,NA,"Cellulose",0.167,3,3,16.96534937,26.06610238,1.683164012,2.387193271,0.429462719,0.00607677,0.349141305,1.5,"Americas"
"10.1017/S0266467409990150",2007,-13.0765,-52.3858,"372",25.1,1500,NA,"Mixture",0.66,10,10,0.582033846,0.630756743,0.168439498,0.094804491,0.080391677,0.010634219,0.077245146,5,"Americas"
"10.7717/peerj.14264",2009,-4.115,-78.9672,"1000",14.9,2200,NA,"Mixture",0.5,3,3,0.730566637,0.593849308,0.130691705,0.106219078,-0.207194851,0.021331589,-0.230222259,1.5,"Americas"
"10.7717/peerj.14264",2009,-3.971667,-79.079167,"2000",12.3,3500,NA,"Mixture",0.5,3,3,0.727686867,0.632437461,0.341519982,0.093744524,-0.140289488,0.080745054,-0.150606838,1.5,"Americas"
"10.7717/peerj.14264",2009,-4.2975,-79.182778,"3000",8.9,4500,NA,"Mixture",0.5,3,3,0.481596973,0.515987657,0.259838272,0.06201208,0.068975236,0.101847076,0.066650207,1.5,"Americas"
"10.7717/peerj.14264",2009,-4.115,-78.9672,"1000",14.9,2200,NA,"Mixture",0.5,3,3,0.776746204,0.688955976,0.0892639,0.065841771,-0.119936288,0.007446604,-0.127425019,1.5,"Americas"
"10.7717/peerj.14264",2009,-3.971667,-79.079167,"2000",12.3,3500,NA,"Mixture",0.5,3,3,0.688955976,0.796287939,0.121387865,0.05162194,0.144783479,0.01174866,0.134790391,1.5,"Americas"
"10.7717/peerj.14264",2009,-4.2975,-79.182778,"3000",8.9,4500,NA,"Mixture",0.5,3,3,0.371788582,0.412942998,0.074254826,0.019661744,0.104984199,0.014052148,0.099661252,1.5,"Americas"
"10.1002/ecs2.4084",2015,18.3308,-65.8232,"608",22,3500,NA,"Mixture",0.46,9,9,2.82612142,3.725169938,0.280384787,0.341159583,0.276207223,0.00202559,0.241344296,4.5,"Americas"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Antiaris toxicaria",0.916666667,5,5,1.848,2.34,0.183343533,0.214302552,0.236046956,0.003646062,0.21025641,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Baccaurea ramiflora",0.916666667,5,5,0.708,2.592,0.070242003,0.237381288,1.297740964,0.003646062,0.726851852,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Barringtonia macrostachya",0.916666667,5,5,2.196,4.2,0.217869263,0.384645606,0.648447002,0.003646062,0.477142857,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Bauhinia aurea",0.916666667,5,5,0.864,3.396,0.085719054,0.311013447,1.368780779,0.003646062,0.745583039,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Bridelia stipularis",0.916666667,5,5,1.26,2.364,0.125006954,0.216500527,0.629243379,0.003646062,0.467005076,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Byttneria aspera",0.916666667,5,5,1.188,4.824,0.1178637,0.441792953,1.401332238,0.003646062,0.753731343,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Castanopsis echinocarpa",0.916666667,5,5,1.056,2.028,0.104767733,0.185728878,0.6525619,0.003646062,0.479289941,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Castanopsis fleuryi",0.916666667,5,5,1.332,2.484,0.132150209,0.227490401,0.623188592,0.003646062,0.463768116,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Castanopsis mekongensis",0.916666667,5,5,1.032,2.808,0.102386648,0.257163062,1.000973819,0.003646062,0.632478632,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Celastrus spec.",0.916666667,5,5,1.944,6.024,0.192867872,0.551691697,1.131003784,0.003646062,0.677290837,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Celastrus paniculatus",0.916666667,5,5,1.62,8.7,0.160723227,0.796765898,1.680896876,0.003646062,0.813793103,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Celtis philippensis",0.916666667,5,5,1.74,3.06,0.172628651,0.280241798,0.564529803,0.003646062,0.431372549,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Cinnamomum bejolghota",0.916666667,5,5,1.272,1.896,0.126197497,0.173640016,0.399155939,0.003646062,0.329113924,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Cleistanthus sumatranus",0.916666667,5,5,0.9,1.92,0.089290682,0.175837991,0.757685702,0.003646062,0.53125,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Combretum latifolium",0.916666667,5,5,2.7,5.628,0.267872045,0.515425112,0.734502366,0.003646062,0.520255864,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Craspedolobium unijugum",0.916666667,5,5,0.828,3.912,0.082147427,0.358269907,1.552790877,0.003646062,0.788343558,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Cratoxylum cochinchinense",0.916666667,5,5,0.792,4.008,0.0785758,0.367061807,1.621486251,0.003646062,0.80239521,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Dalbergia stipulacea",0.916666667,5,5,1.02,6.384,0.101196106,0.584661321,1.833992233,0.003646062,0.840225564,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Gmelina arborea",0.916666667,5,5,1.728,6.984,0.171438109,0.639610693,1.396657148,0.003646062,0.75257732,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Gnetum montanum",0.916666667,5,5,1.212,5.016,0.120244785,0.459376752,1.420360916,0.003646062,0.758373206,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Harpullia cupanoides",0.916666667,5,5,3.192,5.676,0.316684284,0.519821061,0.57559908,0.003646062,0.437632135,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Hodgsonia macrocarpa",0.916666667,5,5,2.46,6.732,0.244061197,0.616531957,1.006710926,0.003646062,0.634581105,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Lasiococca comberi",0.916666667,5,5,0.996,1.5,0.098815021,0.137373431,0.40947313,0.003646062,0.336,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Millettia leptobotrya",0.916666667,5,5,1.104,1.572,0.109529903,0.143967355,0.353408746,0.003646062,0.297709924,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Millettia pachycarpa",0.916666667,5,5,1.5,2.508,0.148817803,0.229688376,0.514020515,0.003646062,0.401913876,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Polyalthia simiarum",0.916666667,5,5,1.248,4.032,0.123816412,0.369259781,1.172720261,0.003646062,0.69047619,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Allophylus cobbe",0.916666667,5,5,0.96,2.292,0.095243394,0.209906602,0.870246793,0.003646062,0.581151832,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Pristimera arborea",0.916666667,5,5,5.064,9.024,0.502408902,0.826438559,0.57773101,0.003646062,0.438829787,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Combretum griffithii",0.916666667,5,5,3.036,5.244,0.301207233,0.480257513,0.546543706,0.003646062,0.421052632,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Schima wallichii",0.916666667,5,5,1.128,2.64,0.111910988,0.241777238,0.850332764,0.003646062,0.572727273,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Semecarpus reticulata",0.916666667,5,5,0.96,2.04,0.095243394,0.186827866,0.753771802,0.003646062,0.529411765,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Smilax hypoglauca",0.916666667,5,5,1.152,2.508,0.114292073,0.229688376,0.77798606,0.003646062,0.540669856,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Spatholobus pulcher",0.916666667,5,5,1.008,2.196,0.100005564,0.201114702,0.778669354,0.003646062,0.540983607,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Terminalia myriocarpa",0.916666667,5,5,2.052,6.6,0.203582754,0.604443095,1.168254722,0.003646062,0.689090909,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Tetrameles nudiflorum",0.916666667,5,5,1.908,2.952,0.189296245,0.270350911,0.436427334,0.003646062,0.353658537,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Tetrastigma spec",0.916666667,5,5,0.816,2.448,0.080956885,0.224193439,1.098612289,0.003646062,0.666666667,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Tetrastigma obovata",0.916666667,5,5,3.036,3.792,0.301207233,0.347280033,0.222352725,0.003646062,0.199367089,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Tinomiscium petiolare",0.916666667,5,5,1.476,3.276,0.146436718,0.300023572,0.79728744,0.003646062,0.549450549,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Urceola tournieri",0.916666667,5,5,1.836,5.4,0.182152991,0.49454435,1.078809661,0.003646062,0.66,2.5,"Asia"
"10.1111/1365-2745.13960",2017,21.9,101.7667,"970",21.8,1500,NA,"Ventilago denticulata",0.916666667,5,5,2.892,2.868,0.286920724,0.262657999,-0.008333382,0.003646062,-0.008368201,2.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.77626744,0.844297181,0.070853346,0.112343448,0.084007443,0.008678793,0.080575587,1.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.77626744,1.483793895,0.070853346,0.286255834,0.647860429,0.015183248,0.476836074,1.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.818834692,0.811996944,0.113845761,0.067643417,-0.008385646,0.008756715,-0.008420904,1.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.818834692,1.505655343,0.113845761,0.173687016,0.609101304,0.010879174,0.456160604,1.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.960691631,0.899635,0.165269614,0.082232786,-0.065664349,0.012650062,-0.067868225,1.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.960691631,1.704646215,0.165269614,0.245010144,0.573459396,0.016751172,0.436427557,1.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.976531219,0.934815542,0.096883487,0.085612545,-0.043657492,0.00607677,-0.044624501,1.5,"Asia"
"10.1073/pnas.2313334121",2018,22.167,106.833,"550",22.3,1300,3.91,"mixture",0.959,3,3,0.976531219,1.841597208,0.096883487,0.168657684,0.634381802,0.00607677,0.469736805,1.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,1.844450823,2.716200348,0.182991413,0.24875584,0.387052397,0.003646062,0.320944486,2.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,1.844450823,4.01850778,0.182991413,0.368024133,0.778729058,0.003646062,0.541011011,2.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,1.865349833,2.745033053,0.185064842,0.251396405,0.386344503,0.003646062,0.320463617,2.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,1.865349833,4.066404935,0.185064842,0.372410664,0.779310687,0.003646062,0.541277895,2.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,1.968995707,2.67863529,0.195347743,0.245315546,0.307783825,0.003646062,0.264925795,2.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,1.968995707,4.554720777,0.195347743,0.417131746,0.838640609,0.003646062,0.567702214,2.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,2.038530967,3.145483344,0.253134126,0.288070559,0.433738131,0.004761338,0.351918054,2.5,"Asia"
"10.1073/pnas.2313334121",2018,21.917,101.283,"568",22.5,1427.5,5.09,"mixture",0.696,5,5,2.038530967,6.03405902,0.253134126,0,1.085190488,0.003083875,0.662162574,2.5,"Asia"
